"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"IMF.RES:WEO(9.0.0)","ZMB.NGDP_RPCH.A","OBS_VALUE","Zambia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.898","6.219","3.814","-0.386","4.650","3.897","5.317","4.506","6.945","7.032","7.236","7.904","8.352","7.774","9.220","10.298","5.565","7.598","5.057","4.698","2.920","3.777","3.504","4.127","1.400","-2.800","6.200","5.211","5.368"
"IMF.RES:WEO(9.0.0)","BFA.NGSD_NGDP.A","OBS_VALUE","Burkina Faso","Gross national savings, Percent of GDP","Annual","Units","11.323","9.436","10.103","11.321","7.340","3.805","4.417","5.171","7.693","5.760","7.239","7.817","10.898","10.500","15.953","20.194","20.796","23.361","13.702","12.098","11.839","14.717","17.040","17.535","16.431","21.251","15.900","10.519","15.344"
"IMF.RES:WEO(9.0.0)","BFA.NID_NGDP.A","OBS_VALUE","Burkina Faso","Gross capital formation, Percent of GDP","Annual","Units","14.768","16.686","18.189","17.925","17.297","14.571","13.546","13.452","15.459","15.518","17.564","16.125","18.251","20.732","19.990","21.990","22.124","24.653","23.710","19.262","19.407","20.796","22.074","21.713","19.686","17.078","15.508","18.059","20.402"
"IMF.RES:WEO(9.0.0)","BFA.GGX_NGDP.A","OBS_VALUE","Burkina Faso","Expenditure, General government, Percent of GDP","Annual","Units","19.435","19.752","20.026","19.741","21.394","19.827","19.660","19.467","17.598","20.257","20.217","21.878","22.838","18.591","21.519","21.655","20.436","22.668","25.261","20.928","20.359","21.633","26.262","24.192","23.348","24.427","27.809","32.858","29.428"
"IMF.RES:WEO(9.0.0)","TUN.NGDP_RPCH.A","OBS_VALUE","Tunisia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.671","6.855","5.725","4.963","6.017","4.300","3.796","1.323","4.702","6.236","3.487","5.244","6.710","4.238","3.043","3.511","-2.047","4.217","2.430","3.090","0.968","1.117","2.252","2.607","1.550","-8.975","4.736","2.674","0.192"
"IMF.RES:WEO(9.0.0)","ZMB.PCPIPCH.A","OBS_VALUE","Zambia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","31.456","38.581","21.418","22.664","23.861","24.091","21.357","22.239","21.400","17.969","18.325","9.017","10.655","12.449","13.392","8.500","8.658","6.575","6.978","7.811","10.107","17.870","6.577","7.495","9.151","15.733","22.021","10.993","10.885"
"IMF.RES:WEO(9.0.0)","UGA.GGXWDG_NGDP.A","OBS_VALUE","Uganda","Gross debt, General government, Percent of GDP","Annual","Units","","","44.195","45.093","47.718","48.545","51.352","54.711","55.139","48.966","42.563","27.758","16.976","15.654","14.793","18.355","17.959","19.491","22.080","24.768","28.022","31.333","33.640","34.887","37.537","46.345","50.345","50.180","50.514"
"IMF.RES:WEO(9.0.0)","UGA.TX_RPCH.A","OBS_VALUE","Uganda","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","37.928","28.693","-8.657","-9.320","14.715","5.934","21.084","1.206","4.453","27.083","23.273","-1.601","23.068","17.879","10.085","-9.692","9.552","16.597","2.875","0.282","3.036","5.777","0.159","16.433","8.928","-11.374","-0.554","-5.369","48.128"
"IMF.RES:WEO(9.0.0)","BFA.GGXCNL_NGDP.A","OBS_VALUE","Burkina Faso","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-2.646","-1.666","-2.643","-2.598","-3.287","-3.028","-3.557","-4.433","-1.790","-4.194","-4.890","14.346","-5.015","-3.627","-4.160","-4.058","-2.039","-2.763","-3.548","-1.737","-2.090","-3.082","-6.919","-4.434","-3.387","-5.160","-7.450","-10.889","-6.912"
"IMF.RES:WEO(9.0.0)","TUN.PCPIPCH.A","OBS_VALUE","Tunisia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","6.232","3.733","3.599","3.102","2.768","2.770","1.945","2.714","2.720","3.692","1.962","4.143","3.421","4.915","3.541","4.361","3.240","4.612","5.316","4.626","4.437","3.629","5.309","7.308","6.722","5.635","5.707","8.308","9.323"
"IMF.RES:WEO(9.0.0)","ZMB.GGXWDG_NGDP.A","OBS_VALUE","Zambia","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","260.964","210.243","180.244","159.458","129.914","75.748","25.006","21.921","19.192","20.522","18.898","20.808","24.920","25.909","33.857","61.869","61.154","66.606","81.165","103.332","140.001","111.047","99.476","129.058"
"IMF.RES:WEO(9.0.0)","TON.BCA_NGDPD.A","OBS_VALUE","Tonga","Current account balance (credit less debit), Percent of GDP","Annual","Units","-8.748","-4.893","-0.706","-8.588","-0.490","-4.957","-11.709","-7.758","-2.598","-4.631","-9.481","-6.636","-12.497","-6.189","-18.147","-23.822","-20.249","-16.395","-9.598","-6.255","-10.925","-7.480","-7.132","-7.012","-3.823","-5.739","-6.277","-5.393","-5.925"
"IMF.RES:WEO(9.0.0)","WSM.GGXCNL_NGDP.A","OBS_VALUE","Samoa","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-5.824","1.213","1.921","1.637","0.274","-0.616","-1.957","-1.770","-0.512","-0.743","0.231","-0.444","0.546","-0.356","-2.982","-5.486","-5.250","-7.430","-3.817","-5.376","-3.787","-0.346","-1.977","0.057","1.507","5.408","1.713","5.028","2.701"
"IMF.RES:WEO(9.0.0)","TON.GGX_NGDP.A","OBS_VALUE","Tonga","Expenditure, General government, Percent of GDP","Annual","Units","","","","","18.774","20.042","19.079","21.317","19.986","19.300","19.822","25.585","23.204","23.993","23.899","28.368","32.605","32.043","34.277","31.456","37.382","37.173","39.684","39.637","39.934","37.874","44.620","44.379","48.178"
"IMF.RES:WEO(9.0.0)","VUT.GGXCNL_NGDP.A","OBS_VALUE","Vanuatu","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-2.586","-1.777","-0.507","-6.646","-0.552","-6.276","-3.326","-3.634","-1.348","0.800","1.857","0.486","0.276","-0.043","-0.846","-2.628","-2.192","-1.700","-0.246","1.435","-8.663","-0.720","-1.200","6.255","2.811","-1.947","2.380","-6.504","-0.948"
"IMF.RES:WEO(9.0.0)","PNG.GGXWDG_NGDP.A","OBS_VALUE","Papua New Guinea","Gross debt, General government, Percent of GDP","Annual","Units","36.566","37.797","43.918","45.731","41.757","42.333","47.664","48.432","40.420","37.176","31.562","25.980","22.157","21.555","21.716","17.286","16.278","19.124","24.890","26.895","29.931","33.740","32.484","36.676","38.215","48.680","52.576","48.189","53.857"
"IMF.RES:WEO(9.0.0)","SLB.NID_NGDP.A","OBS_VALUE","Solomon Islands","Gross capital formation, Percent of GDP","Annual","Units","5.227","5.705","6.614","7.239","6.883","7.613","7.914","5.967","10.706","6.368","9.218","11.797","15.340","14.237","13.439","20.662","16.217","14.283","15.590","13.064","15.493","16.247","19.459","18.868","22.681","17.608","16.950","23.363","23.363"
"IMF.RES:WEO(9.0.0)","SLB.PCPIPCH.A","OBS_VALUE","Solomon Islands","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","9.612","11.773","8.065","12.355","7.953","6.928","7.628","9.366","10.077","6.916","7.530","11.235","7.654","17.338","7.166","0.905","7.418","5.914","5.249","5.296","-0.569","0.497","0.503","3.600","2.220","2.927","0.183","5.403","5.089"
"IMF.RES:WEO(9.0.0)","FJI.GGX_NGDP.A","OBS_VALUE","Fiji, Republic of","Expenditure, General government, Percent of GDP","Annual","Units","23.508","27.213","29.240","27.717","24.599","24.173","26.989","28.120","26.737","24.694","24.035","25.396","23.507","22.835","26.195","25.548","26.504","26.017","25.909","30.189","30.644","32.082","28.130","32.494","30.720","32.694","35.757","33.912","30.201"
"IMF.RES:WEO(9.0.0)","NRU.GGXCNL_NGDP.A","OBS_VALUE","Nauru, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","0.367","0.093","2.733","8.116","1.711","29.562","10.741","18.890","16.170","29.559","30.988","42.809","44.486","24.266","19.387"
"IMF.RES:WEO(9.0.0)","SLB.NGDP_RPCH.A","OBS_VALUE","Solomon Islands","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","10.089","1.610","-0.914","1.292","-0.486","-14.277","-7.957","-2.800","6.523","6.667","5.526","4.874","4.442","5.806","2.569","8.616","7.267","1.367","5.237","1.186","1.678","5.556","3.077","2.745","1.749","-3.383","2.564","2.403","2.660"
"IMF.RES:WEO(9.0.0)","SLB.TM_RPCH.A","OBS_VALUE","Solomon Islands","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","-5.891","-21.202","9.579","-27.845","-22.490","-26.869","-12.610","-29.122","-4.746","18.763","45.952","41.854","27.601","-2.552","-0.950","44.131","-1.358","4.666","11.748","-2.400","6.082","3.880","1.924","3.246","3.298","-21.052","-8.810","6.673","20.726"
"IMF.RES:WEO(9.0.0)","SLB.TX_RPCH.A","OBS_VALUE","Solomon Islands","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","14.054","9.566","4.402","-10.025","5.889","-29.328","-33.958","-7.315","18.375","23.654","9.210","5.601","4.726","10.769","-10.697","32.525","39.664","19.405","4.020","4.553","0.659","-6.141","16.507","11.046","-13.256","-26.645","-15.795","-1.872","38.064"
"IMF.RES:WEO(9.0.0)","SLB.BCA_NGDPD.A","OBS_VALUE","Solomon Islands","Current account balance (credit less debit), Percent of GDP","Annual","Units","-18.078","-6.782","-3.940","-1.218","2.832","-7.270","-6.298","-4.232","5.906","15.364","-6.051","-7.803","-12.890","-10.948","-8.078","-17.020","-1.948","2.234","-2.086","-3.731","-2.655","-3.726","-4.284","-2.964","-9.510","-1.648","-5.086","-13.695","-10.364"
"IMF.RES:WEO(9.0.0)","KIR.NGDP_RPCH.A","OBS_VALUE","Kiribati","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.752","-0.052","1.177","4.442","-3.914","6.743","-3.144","1.447","-1.575","-0.609","1.292","5.777","3.055","-2.985","0.537","1.226","3.264","5.804","7.731","1.264","11.265","7.088","3.749","3.479","3.264","-1.468","8.480","4.566","2.652"
"IMF.RES:WEO(9.0.0)","KIR.TM_RPCH.A","OBS_VALUE","Kiribati","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","26.863","-10.972","2.217","-7.287","15.482","4.282","4.629","16.885","-13.726","-4.356","28.619","-23.212","10.232","-2.001","-4.027","5.699","25.726","10.306","4.045","0.615","-3.625","5.235","-1.218","-15.893","7.417","-19.534","24.492","37.357","-0.695"
"IMF.RES:WEO(9.0.0)","SLB.GGXWDG_NGDP.A","OBS_VALUE","Solomon Islands","Gross debt, General government, Percent of GDP","Annual","Units","","","25.930","39.486","41.959","44.303","52.806","65.723","61.327","58.211","44.674","42.305","33.019","28.926","18.865","22.948","18.344","13.266","11.569","10.143","7.876","7.535","8.770","7.948","7.819","12.839","15.936","15.506","20.304"
"IMF.RES:WEO(9.0.0)","FJI.NGDP_RPCH.A","OBS_VALUE","Fiji, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.600","4.800","-2.400","1.300","8.700","-1.700","1.900","3.200","0.800","5.400","-1.300","1.900","-0.900","1.000","-1.400","3.000","2.700","1.411","4.734","5.604","4.501","2.446","5.353","3.812","7.581","-17.157","-4.355","17.739","9.449"
"IMF.RES:WEO(9.0.0)","KIR.TX_RPCH.A","OBS_VALUE","Kiribati","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","6.611","-32.467","47.253","-7.828","6.528","-31.287","31.447","27.844","-10.120","-30.194","22.116","-27.691","73.428","-11.170","-6.360","-2.590","32.198","2.963","-12.950","2.975","7.433","26.227","-15.023","-37.373","75.556","-37.447","-53.547","95.185","-23.568"
"IMF.RES:WEO(9.0.0)","NRU.GGR_NGDP.A","OBS_VALUE","Nauru, Republic of","Revenue, General government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","68.345","73.864","47.430","54.090","67.730","90.890","96.099","114.898","118.453","120.336","136.958","152.201","137.445","159.069","137.449"
"IMF.RES:WEO(9.0.0)","SLB.GGR_NGDP.A","OBS_VALUE","Solomon Islands","Revenue, General government, Percent of GDP","Annual","Units","27.874","27.900","21.439","20.552","18.359","15.741","15.742","12.301","25.452","31.691","30.399","32.879","39.015","28.891","27.177","29.960","33.262","33.996","45.355","41.969","42.266","36.050","38.111","36.304","34.082","37.946","35.905","38.257","36.329"
"IMF.RES:WEO(9.0.0)","FJI.NID_NGDP.A","OBS_VALUE","Fiji, Republic of","Gross capital formation, Percent of GDP","Annual","Units","13.715","16.703","18.348","28.243","22.852","17.322","16.204","19.850","22.143","19.269","21.040","18.649","15.613","23.423","19.019","18.738","20.999","17.272","27.634","20.887","22.418","21.116","21.424","21.049","20.013","17.532","21.566","20.559","19.655"
"IMF.RES:WEO(9.0.0)","FJI.GGXWDG_NGDP.A","OBS_VALUE","Fiji, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","49.094","50.321","54.395","37.919","34.721","35.921","41.934","44.538","46.444","45.894","45.318","50.325","46.437","47.932","51.501","53.355","50.977","48.625","47.399","46.207","44.275","44.556","43.427","45.768","49.484","65.808","86.656","91.494","82.926"
"IMF.RES:WEO(9.0.0)","NRU.GGX_NGDP.A","OBS_VALUE","Nauru, Republic of","Expenditure, General government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","67.978","73.772","44.697","45.974","66.019","61.328","85.358","96.008","102.283","90.777","105.970","109.391","92.958","134.803","118.062"
"IMF.RES:WEO(9.0.0)","NRU.BCA_NGDPD.A","OBS_VALUE","Nauru, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","","","","","","","","","","","","","","53.407","64.134","47.865","28.824","34.403","51.567","29.012","-19.630","4.194","12.410","7.595","4.600","2.526","3.788","1.858","1.261"
"IMF.RES:WEO(9.0.0)","FJI.BCA_NGDPD.A","OBS_VALUE","Fiji, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.463","0.813","-2.649","-0.416","-2.393","-3.824","-4.422","0.749","-4.077","-11.065","-5.615","-13.972","-9.586","-13.365","-2.068","-3.845","-4.671","-0.998","-8.830","-5.552","-3.257","-3.538","-6.647","-8.422","-11.777","-11.968","-6.487","-15.347","-6.623"
"IMF.RES:WEO(9.0.0)","FJI.GGR_NGDP.A","OBS_VALUE","Fiji, Republic of","Revenue, General government, Percent of GDP","Annual","Units","24.287","23.757","24.735","33.113","25.765","22.844","22.488","24.439","23.279","23.713","22.856","24.639","23.865","24.393","23.431","24.253","25.784","25.334","25.830","26.705","26.737","26.383","25.845","27.671","27.068","24.351","21.535","21.637","23.048"
"IMF.RES:WEO(9.0.0)","ZMB.TX_RPCH.A","OBS_VALUE","Zambia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","","","","","","-6.179","26.175","12.827","-3.207","16.950","6.293","6.303","3.096","8.599","19.092","19.443","1.289","28.047","23.130","-3.968","-11.379","-5.152","3.984","5.363","-11.729","9.216","-1.476","5.654","-7.074"
"IMF.RES:WEO(9.0.0)","KIR.GGXWDG_NGDP.A","OBS_VALUE","Kiribati","Gross debt, General government, Percent of GDP","Annual","Units","12.269","11.017","10.716","9.808","11.841","12.693","17.010","13.265","12.315","13.623","12.115","12.871","11.114","13.853","10.275","9.430","8.802","8.135","8.860","8.975","18.795","21.231","20.159","18.983","18.959","20.978","17.347","16.316","11.416"
"IMF.RES:WEO(9.0.0)","TON.TM_RPCH.A","OBS_VALUE","Tonga","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","","","","","","-9.664","-19.961","13.699","-3.103","4.939","3.602","-9.339","10.140","-0.166","-2.033","9.962","16.107","1.008","-0.716","-11.993","7.550","11.107","3.950","-1.100","1.869","0.612","-1.442","1.782",""
"IMF.RES:WEO(9.0.0)","FSM.GGR_NGDP.A","OBS_VALUE","Micronesia, Federated States of","Revenue, General government, Percent of GDP","Annual","Units","76.787","73.774","66.940","69.094","67.783","63.920","58.724","66.757","70.146","56.359","54.581","55.726","56.593","58.248","66.227","68.911","65.323","66.712","63.097","65.992","66.913","70.023","79.491","81.219","76.807","67.006","70.974","73.717","62.934"
"IMF.RES:WEO(9.0.0)","TON.TX_RPCH.A","OBS_VALUE","Tonga","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","","","","","","-13.980","-26.381","18.452","10.575","-3.609","-4.020","-11.703","-11.216","13.410","-10.611","-3.266","42.605","-1.665","11.424","-3.241","-5.166","23.198","-7.138","1.613","-5.988","-0.968","-46.867","0.401",""
"IMF.RES:WEO(9.0.0)","MHL.PCPIPCH.A","OBS_VALUE","Marshall Islands, Republic of the","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","","","","","","","","","","2.014","3.489","5.260","2.627","14.669","0.480","1.770","5.352","4.340","1.851","1.098","-2.237","-1.507","0.050","0.802","-0.110","-0.658","2.247","2.775","7.441"
"IMF.RES:WEO(9.0.0)","FSM.GGX_NGDP.A","OBS_VALUE","Micronesia, Federated States of","Expenditure, General government, Percent of GDP","Annual","Units","77.238","71.436","64.319","72.364","72.958","67.405","64.187","59.553","67.529","71.911","60.213","61.171","60.141","59.802","64.346","68.446","65.903","65.818","60.203","54.760","56.431","62.653","65.014","56.543","57.268","60.583","66.531","56.287","53.481"
"IMF.RES:WEO(9.0.0)","TUV.NGDP_RPCH.A","OBS_VALUE","Tuvalu","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","","","","","","","0.695","8.317","-4.351","-1.888","-3.746","1.301","6.905","6.579","-5.620","-2.468","7.520","-2.853","3.805","1.667","9.379","4.776","3.322","1.681","13.434","-3.274","0.097","-11.751","4.027"
"IMF.RES:WEO(9.0.0)","WSM.BCA_NGDPD.A","OBS_VALUE","Samoa","Current account balance (credit less debit), Percent of GDP","Annual","Units","4.013","4.383","-3.139","0.901","-8.217","-1.653","-3.978","-8.296","-3.768","-3.324","-7.139","-8.521","-13.453","-4.748","-4.615","-5.391","-2.967","-6.480","-1.454","-8.631","-2.635","-4.233","-1.793","0.801","2.839","0.949","-14.551","-10.579","-2.971"
"IMF.RES:WEO(9.0.0)","VUT.BCA_NGDPD.A","OBS_VALUE","Vanuatu","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.153","-1.229","0.342","2.379","-6.920","1.259","-1.361","-6.076","-8.058","-2.780","-9.153","-6.054","-6.606","-10.676","-8.178","-6.195","-8.051","-6.760","-3.477","0.342","-15.113","-8.473","-8.366","2.834","5.168","-6.360","-11.701","-17.605","-6.642"
"IMF.RES:WEO(9.0.0)","WSM.GGR_NGDP.A","OBS_VALUE","Samoa","Revenue, General government, Percent of GDP","Annual","Units","36.385","40.070","32.969","29.764","34.078","29.766","28.035","28.973","28.029","26.578","30.811","27.240","31.618","27.332","28.477","23.903","28.403","26.179","26.922","29.973","26.747","27.001","28.895","30.031","33.257","35.911","35.803","36.101","31.504"
"IMF.RES:WEO(9.0.0)","PNG.GGXCNL_NGDP.A","OBS_VALUE","Papua New Guinea","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","1.077","2.055","0.673","-0.165","-1.936","0.304","-1.329","-1.750","0.188","2.025","2.849","5.337","6.899","2.734","-5.483","3.062","2.215","-1.190","-6.870","-6.265","-4.550","-4.746","-2.475","-2.580","-4.976","-8.852","-6.843","-5.253","-4.343"
"IMF.RES:WEO(9.0.0)","VUT.NID_NGDP.A","OBS_VALUE","Vanuatu","Gross capital formation, Percent of GDP","Annual","Units","","","","","","","","","16.846","23.238","24.119","28.547","32.893","41.740","41.641","37.007","28.725","24.088","27.392","24.223","33.680","25.570","27.862","26.800","24.437","46.631","51.172","55.858","37.617"
"IMF.RES:WEO(9.0.0)","VUT.GGR_NGDP.A","OBS_VALUE","Vanuatu","Revenue, General government, Percent of GDP","Annual","Units","25.375","22.680","21.706","21.240","23.313","19.170","19.008","18.702","17.494","19.314","20.151","20.591","22.726","27.760","26.716","25.705","22.936","22.755","22.662","24.745","33.762","34.489","35.935","39.509","42.631","41.429","46.770","35.546","40.639"
"IMF.RES:WEO(9.0.0)","VUT.NGDP_RPCH.A","OBS_VALUE","Vanuatu","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.005","2.328","4.907","1.176","0.337","5.925","-3.398","-5.198","4.288","3.987","5.305","8.461","2.876","5.601","3.037","1.259","3.142","1.005","0.467","2.575","3.966","3.472","4.414","2.900","3.238","-4.991","-1.552","5.186","2.094"
"IMF.RES:WEO(9.0.0)","WSM.NGDP_RPCH.A","OBS_VALUE","Samoa","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","6.556","7.274","0.803","1.100","-0.636","5.093","7.390","5.652","5.213","3.087","6.639","2.132","0.486","3.556","-0.536","2.533","3.849","-3.732","0.107","0.660","3.850","7.984","1.406","-0.610","4.453","-3.099","-5.080","2.274","15.218"
"IMF.RES:WEO(9.0.0)","TON.GGXCNL_NGDP.A","OBS_VALUE","Tonga","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","1.548","1.349","2.233","2.589","2.370","4.233","4.230","1.342","5.391","2.139","6.850","-1.217","-6.023","-1.737","-1.301","6.380","-2.748","1.468","3.579","2.921","3.278","5.246","-0.869","-0.101","6.140"
"IMF.RES:WEO(9.0.0)","TON.GGXWDG_NGDP.A","OBS_VALUE","Tonga","Gross debt, General government, Percent of GDP","Annual","Units","","","","","38.402","43.562","53.397","60.662","56.221","52.248","43.349","39.550","37.816","34.005","39.727","44.732","51.853","60.047","48.915","47.356","51.115","49.382","44.718","45.824","42.797","42.552","43.044","43.216","43.255"
"IMF.RES:WEO(9.0.0)","NRU.NGDP_RPCH.A","OBS_VALUE","Nauru, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","","","","","","","","","","","-0.356","8.329","-22.185","20.381","-5.652","-0.160","14.395","25.279","3.648","16.423","2.698","4.363","-6.011","-1.219","8.487","1.982","7.207","2.952","0.646"
"IMF.RES:WEO(9.0.0)","VUT.GGXWDG_NGDP.A","OBS_VALUE","Vanuatu","Gross debt, General government, Percent of GDP","Annual","Units","24.062","23.058","22.943","28.046","30.619","36.108","37.036","38.806","38.264","30.412","26.274","22.162","19.481","21.213","21.124","20.223","21.299","19.280","18.630","20.227","36.278","42.452","52.630","45.262","45.096","48.026","48.532","42.750","41.781"
"IMF.RES:WEO(9.0.0)","WSM.PCPIPCH.A","OBS_VALUE","Samoa","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","-2.926","5.418","6.900","5.400","0.373","-0.165","1.891","7.430","4.367","7.847","7.821","3.231","4.482","6.267","14.642","-0.201","2.875","6.191","-0.207","-1.238","1.923","0.073","1.346","3.683","2.189","1.480","-3.010","8.747","11.981"
"IMF.RES:WEO(9.0.0)","PNG.NGDP_RPCH.A","OBS_VALUE","Papua New Guinea","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","-3.446","6.599","-6.343","4.682","1.856","-2.494","-0.123","-0.159","9.046","0.578","4.252","2.537","7.815","-0.296","6.800","10.128","1.108","4.657","3.825","13.544","6.576","5.492","3.535","-0.279","4.480","-3.167","-0.511","5.707","3.815"
"IMF.RES:WEO(9.0.0)","NRU.PCPIPCH.A","OBS_VALUE","Nauru, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","","","","","","","","","","","8.662","19.302","5.601","1.035","22.422","-1.968","-3.370","0.262","-1.105","0.275","9.784","8.141","4.464","1.070","4.094","0.931","2.007","1.146","4.782"
"IMF.RES:WEO(9.0.0)","PNG.GGR_NGDP.A","OBS_VALUE","Papua New Guinea","Revenue, General government, Percent of GDP","Annual","Units","18.172","19.622","21.236","19.864","19.509","20.760","20.236","19.067","18.857","21.462","23.461","24.782","24.921","22.488","19.169","21.456","21.903","21.227","20.740","20.785","18.296","16.122","15.892","17.739","16.317","14.656","15.127","16.642","17.908"
"IMF.RES:WEO(9.0.0)","PNG.GGX_NGDP.A","OBS_VALUE","Papua New Guinea","Expenditure, General government, Percent of GDP","Annual","Units","17.095","17.567","20.563","20.029","21.445","20.457","21.565","20.817","18.669","19.437","20.612","19.445","18.021","19.754","24.651","18.394","19.688","22.417","27.610","27.050","22.846","20.868","18.367","20.319","21.292","23.508","21.971","21.895","22.252"
"IMF.RES:WEO(9.0.0)","PNG.TM_RPCH.A","OBS_VALUE","Papua New Guinea","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","-6.030","13.184","19.546","-14.417","-3.974","-7.026","-8.812","-2.049","5.112","7.852","3.673","31.849","2.753","-5.643","16.250","27.020","7.752","18.944","6.433","-39.427","-8.847","-15.202","30.804","5.302","7.148","-10.380","-1.789","35.406","2.439"
"IMF.RES:WEO(9.0.0)","WSM.GGXWDG_NGDP.A","OBS_VALUE","Samoa","Gross debt, General government, Percent of GDP","Annual","Units","","","","58.947","59.444","55.769","53.784","50.287","42.763","39.842","34.151","33.496","31.466","28.180","33.256","40.281","41.526","50.928","54.080","54.874","56.366","48.994","46.684","49.405","44.291","43.186","45.446","40.966","31.808"
"IMF.RES:WEO(9.0.0)","PNG.BCA_NGDPD.A","OBS_VALUE","Papua New Guinea","Current account balance (credit less debit), Percent of GDP","Annual","Units","12.826","2.554","-6.261","-5.630","-2.260","4.428","4.921","1.409","1.455","-0.263","8.518","-1.157","2.470","5.427","-10.969","-9.852","-9.605","-19.981","-23.907","12.382","11.067","13.638","15.895","13.623","14.377","14.358","12.575","14.430","9.109"
"IMF.RES:WEO(9.0.0)","TON.GGR_NGDP.A","OBS_VALUE","Tonga","Revenue, General government, Percent of GDP","Annual","Units","","","","","20.323","21.391","21.312","23.906","22.356","23.533","24.053","26.926","28.595","26.132","30.749","27.151","26.582","30.306","32.976","37.836","34.634","38.640","43.262","42.558","43.211","43.121","43.752","44.279","54.318"
"IMF.RES:WEO(9.0.0)","PNG.TX_RPCH.A","OBS_VALUE","Papua New Guinea","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","-3.112","-4.067","-18.604","8.588","9.414","-5.354","-1.314","-20.921","10.096","-9.019","10.971","-7.921","3.019","1.769","-14.838","4.924","-1.411","-2.069","1.554","99.417","35.628","-3.528","24.450","-7.681","9.271","-1.489","8.220","-6.055","4.628"
"IMF.RES:WEO(9.0.0)","VUT.GGX_NGDP.A","OBS_VALUE","Vanuatu","Expenditure, General government, Percent of GDP","Annual","Units","27.962","24.457","22.213","27.887","23.865","25.446","22.334","22.336","18.842","18.514","18.295","20.105","22.450","27.803","27.562","28.334","25.129","24.455","22.908","23.310","42.425","35.210","37.135","33.254","39.820","43.376","44.390","42.050","41.587"
"IMF.RES:WEO(9.0.0)","WSM.GGX_NGDP.A","OBS_VALUE","Samoa","Expenditure, General government, Percent of GDP","Annual","Units","42.210","38.857","31.048","28.127","33.805","30.382","29.993","30.743","28.541","27.321","30.580","27.684","31.073","27.688","31.460","29.390","33.653","33.609","30.738","35.349","30.534","27.348","30.872","29.974","31.750","30.503","34.091","31.074","28.803"
"IMF.RES:WEO(9.0.0)","PNG.PCPIPCH.A","OBS_VALUE","Papua New Guinea","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","17.281","11.632","3.943","13.590","14.932","15.596","9.298","11.799","14.709","2.159","1.781","2.368","0.911","10.767","6.913","5.102","4.441","4.537","4.960","5.222","5.996","6.674","5.422","4.412","3.892","4.872","4.483","5.253","2.299"
